Voltage (V),Current (μA)
0.0,-0.15650043462627844
0.01,0.07791156075104975
0.02,-0.25062788137849046
0.03,0.27309247851204954
0.04,-0.09265587379100552
0.05,-0.07054350476272211
0.06,0.37370002571451827
0.07,0.02035945931525606
0.08,0.04834611734698794
0.09,0.16979802223970714
0.1,0.34173076892731946
0.11,-0.40831959363088477
0.12,-0.5530267919138595
0.13,-0.31706003027675744
0.14,0.014386723489143147
0.15,-0.23382657302152848
0.16,-0.23646267964084564
0.17,-0.1781748352036168
0.18,-0.16787769721685755
0.19,-0.42695841533657514
0.2,-0.2956618559853732
0.21,-0.5796753583005101
0.22,-0.3962310581842699
0.23,-0.7416099868558144
0.24,-0.8500384634413736
0.25,-0.6969095375753432
0.26,-0.570349266794103
0.27,-0.8165749119812766
0.28,-1.0373745996711512
0.29,-1.139099421237924
0.3,-1.2666534508259073
0.31,-1.2721426687748807
0.32,-1.6067398364421317
0.33,-1.2202123929402422
0.34,-1.5935383934867897
0.35000000000000003,-2.137667434829713
0.36,-2.020448523536971
0.37,-1.7019179421103812
0.38,-1.9862993780152567
0.39,-1.331885362748963
0.4,-1.6545090622103238
0.41000000000000003,-1.4975011675664
0.42,-1.421198588816812
0.43,-1.8051127025903448
0.44,-1.446278748678299
0.45,-1.2821723878273832
0.46,-0.9003169460712451
0.47000000000000003,-1.0825901608151887
0.48,-0.4441981666381992
0.49,-0.3322686365341891
0.5,0.24675442533446945
0.51,0.65335952558935
0.52,0.6963669722442719
0.53,0.9352183616274303
0.54,0.8388324652149204
0.55,1.3543075618206195
0.56,1.536528516919771
0.5700000000000001,1.461255418113836
0.58,1.5792533029391564
0.59,1.638577097563991
0.6,1.6407079572521175
0.61,1.9268374677288058
0.62,1.9019171992874153
0.63,1.5941256122534122
0.64,1.7119626487081125
0.65,1.6643805346263842
0.66,1.6212134356383356
0.67,1.4971306034168763
0.68,1.3251051261982159
0.6900000000000001,1.2814165536459075
0.7000000000000001,1.0218357430103355
0.71,1.1102421983299526
0.72,0.9127732241217349
0.73,1.015022701301813
0.74,0.8544354647999671
0.75,0.34760439284224637
0.76,0.44092159835894934
0.77,0.7457394680124814
0.78,0.6538415411891487
0.79,0.09341501104341052
0.8,0.3604318661391548
0.81,0.6186460530395563
0.8200000000000001,0.3578410694374081
0.8300000000000001,0.018779057394749707
0.84,0.1184037398921056
0.85,0.19603212069356601
0.86,0.12167283073828768
0.87,-0.1505515079450947
0.88,-0.00597479572589768
0.89,0.09374716595694053
0.9,0.3391485960870442
0.91,-0.009648358876636266
0.92,-0.025450716949202423
0.93,-0.20659658904591233
0.9400000000000001,0.12353307657617299
0.9500000000000001,0.001111872582347015
0.96,0.29454683668008186
0.97,0.3803491304066117
0.98,-0.14832107921060636
0.99,-0.1301095204532125
1.0,0.15636989205428703
