Time (s),Sensor Reading
0.0,0.01480183780534916
1.0,0.00026679112250269565
2.0,0.027994965438524887
3.0,-0.005464151726491614
4.0,0.036727511898102305
5.0,-0.02998891530733882
6.0,-0.014872020148797226
7.0,-0.005540525327139311
8.0,0.020753674795276258
9.0,-0.007366921049757944
10.0,-0.005618575292841427
11.0,0.012469447076355805
12.0,-0.0008027718621839992
13.0,0.01811879830775061
14.0,0.04850094457310733
15.0,0.00548443477743556
16.0,0.013232592708103296
17.0,0.03620775919445616
18.0,0.03341813420847126
19.0,-0.00880811988805724
20.0,-0.007114345114932352
21.0,0.011960182262648129
22.0,0.010101612191416231
23.0,-0.030898135165036728
24.0,-0.01284846328600836
25.0,-0.0017355944033452496
26.0,0.07449140896441908
27.0,0.036442139152821934
28.0,0.014783896422890273
29.0,-0.006199858563358973
30.0,0.04704377346121172
31.0,0.028792391062354324
32.0,0.03070329870151519
33.0,0.026855269356149535
34.0,0.03823192252074116
35.0,0.056958495418367124
36.0,0.06411313562339216
37.0,0.06866730626663799
38.0,0.06412664942744742
39.0,0.1068320136306874
40.0,0.07204726473973264
41.0,0.10448077042836597
42.0,0.14956990200106385
43.0,0.131607544239866
44.0,0.10815092373138166
45.0,0.13720719674701065
46.0,0.17188227649171384
47.0,0.1731483652550942
48.0,0.21624801772368205
49.0,0.20166487736218497
50.0,0.20145226130090652
51.0,0.17805244621175126
52.0,0.2376757701471613
53.0,0.20204736557442554
54.0,0.22764371455509422
55.0,0.22500565764673175
56.0,0.2561309757967598
57.0,0.2344017274309856
58.0,0.2480746836994784
59.0,0.2501909486292582
60.0,0.2528206949575585
61.0,0.2710729232291908
62.0,0.26597884870567773
63.0,0.26902401394056236
64.0,0.2659187420039807
65.0,0.24264916344678727
66.0,0.2270124940302777
67.0,0.2671086004364659
68.0,0.20665270130454025
69.0,0.19005677656202136
70.0,0.20117912986527067
71.0,0.19736604856209697
72.0,0.16936043690679364
73.0,0.18476592778638828
74.0,0.15561990385778238
75.0,0.13096525695655437
76.0,0.11877214095671297
77.0,0.14578261231286982
78.0,0.11918904450301726
79.0,0.1194879400410651
80.0,0.15181105392381947
81.0,0.11064382800400341
82.0,0.09794915583122127
83.0,0.0767567610579013
84.0,0.05829407655254729
85.0,0.03750539023716946
86.0,0.061843438667349274
87.0,0.06025370751187518
88.0,0.0719326591285992
89.0,0.0205478305025877
90.0,0.03676817296218273
91.0,0.006184168150019983
92.0,0.028553342666956683
93.0,0.07509394127360705
94.0,0.038520506398383544
95.0,0.0034149977094195347
96.0,0.003420120922330386
97.0,0.013287647685928392
98.0,0.013852988002232294
99.0,0.010601135626449598
100.0,-0.0091187572062469
101.0,-0.00195618057252458
102.0,-0.015346390087808635
103.0,0.004178752245845834
104.0,0.005340766779526598
105.0,0.00693609711637474
106.0,-0.03560245213723202
107.0,-0.00046036652550863317
108.0,0.00955275445761856
109.0,-0.015492600979691924
110.0,0.022507000944779885
111.0,0.03364456182584433
112.0,-0.002656811784253122
113.0,0.010615801635758728
114.0,0.013622378911375809
115.0,-0.02000117157370902
116.0,-0.008476252972481188
117.0,0.02101636138712834
118.0,0.002375940896738336
119.0,-0.011976853282420822
120.0,-0.005639601577928528
