Voltage (V),Current (μA)
0.0,-0.07325614357575755
0.02040816326530612,-0.13611488906956906
0.04081632653061224,0.01586494520625029
0.061224489795918366,-0.04920240708963765
0.08163265306122448,-0.07319045373654695
0.1020408163265306,0.00023269845291867586
0.12244897959183673,-0.01031719391842664
0.14285714285714285,0.04550295663269812
0.16326530612244897,0.0005232322415805644
0.18367346938775508,-0.01587602232499613
0.2040816326530612,-0.007364156862044912
0.22448979591836732,-0.014698714998625066
0.24489795918367346,-0.023149099603813096
0.26530612244897955,0.021138884040061364
0.2857142857142857,-0.03370834644706724
0.3061224489795918,0.018465203328179053
0.32653061224489793,0.01770663895654386
0.3469387755102041,0.11893994520852622
0.36734693877551017,0.11126322962949933
0.3877551020408163,0.13481961940405252
0.4081632653061224,0.3796481841190979
0.42857142857142855,0.46558528659492987
0.44897959183673464,0.5200662246260626
0.4693877551020408,0.820387053911304
0.4897959183673469,1.1480145487802356
0.5102040816326531,1.348879851695414
0.5306122448979591,1.6261767162923264
0.5510204081632653,1.7246170844831918
0.5714285714285714,1.8958035611981034
0.5918367346938775,1.9231602937850911
0.6122448979591836,1.9749941413794587
0.6326530612244897,1.9695493876291845
0.6530612244897959,1.726577468378501
0.673469387755102,1.5516620868553095
0.6938775510204082,1.3431742021251531
0.7142857142857142,0.9392483541135915
0.7346938775510203,0.8665383945601928
0.7551020408163265,0.5966607967821784
0.7755102040816326,0.42790579524764877
0.7959183673469387,0.3033631217606308
0.8163265306122448,0.19984140445238857
0.836734693877551,0.13434045853097898
0.8571428571428571,0.07740822710746653
0.8775510204081632,0.17792473197068737
0.8979591836734693,0.02608884346607975
0.9183673469387754,0.015384942081727752
0.9387755102040816,0.08897772200654781
0.9591836734693877,0.001985502355397315
0.9795918367346939,-0.087161951140959
1.0,0.06838492016745287
1.0,-0.08533657027230017
0.9795918367346939,-0.007078543546845231
0.9591836734693877,-0.033968938444138654
0.9387755102040817,0.027881684274853418
0.9183673469387755,-0.0633257333298478
0.8979591836734694,-0.013320216356854441
0.8775510204081632,0.02858697711816503
0.8571428571428572,0.015392961230291607
0.8367346938775511,-0.009956945963338794
0.8163265306122449,-0.10930857513879003
0.7959183673469388,0.03185593393455571
0.7755102040816326,-0.05158745865022586
0.7551020408163265,-0.007341337083896005
0.7346938775510204,-0.0004551140371491704
0.7142857142857143,-0.08043031250796029
0.6938775510204083,-0.000321599842476112
0.6734693877551021,-0.0800181845732023
0.653061224489796,0.04981687303067625
0.6326530612244898,-0.10171392163719895
0.6122448979591837,-0.23456251558919328
0.5918367346938775,-0.18678317923883792
0.5714285714285714,-0.28808734006794656
0.5510204081632654,-0.48109945842823837
0.5306122448979592,-0.5913210029344205
0.5102040816326531,-0.7592480478854005
0.4897959183673469,-1.0474572678213054
0.4693877551020409,-1.1860547823042302
0.44897959183673475,-1.3149626399287462
0.4285714285714286,-1.4848750500699484
0.40816326530612246,-1.578286231215492
0.3877551020408164,-1.4666525200692493
0.3673469387755103,-1.4705546777958118
0.34693877551020413,-1.3133248799373163
0.326530612244898,-1.0849188832902332
0.30612244897959184,-0.9266147810188725
0.2857142857142858,-0.7790939339292925
0.26530612244897966,-0.6590635748455986
0.24489795918367352,-0.40509391326747535
0.22448979591836737,-0.2983519643458848
0.20408163265306134,-0.2401058409134562
0.1836734693877552,-0.14585152165778517
0.16326530612244905,-0.12483111957800572
0.1428571428571429,-0.11295822648960624
0.12244897959183676,0.027977634604570686
0.10204081632653073,0.008641046657245705
0.08163265306122458,0.01264778074406258
0.061224489795918435,0.056755160985760444
0.04081632653061229,-0.007852834415020816
0.020408163265306145,0.013077425201452997
0.0,0.028839497801282945
