Voltage (V),Current (μA)
0.0,-0.018750886430252356
0.02040816326530612,0.025413031689993548
0.04081632653061224,-0.053185545761767324
0.061224489795918366,0.040272316143903225
0.08163265306122448,-0.021281009861680588
0.1020408163265306,-0.01811780255542426
0.12244897959183673,0.021827271977085668
0.14285714285714285,0.03547976540475232
0.16326530612244897,0.05308082239390403
0.18367346938775508,0.0627350992542924
0.2040816326530612,-0.024292419733125355
0.22448979591836732,-0.1084964928371433
0.24489795918367346,-0.04919791787402432
0.26530612244897955,0.04013509646224423
0.2857142857142857,-0.05984449905562353
0.3061224489795918,0.034787449040522916
0.32653061224489793,0.16449263934491426
0.3469387755102041,0.2705372517727703
0.36734693877551017,0.39862162773556586
0.3877551020408163,0.557260806831768
0.4081632653061224,0.8731848070818218
0.42857142857142855,1.4420323294017348
0.44897959183673464,1.9747135909881683
0.4693877551020408,2.521849418645383
0.4897959183673469,3.2557421421031085
0.5102040816326531,3.9586622577987254
0.5306122448979591,4.675528471272604
0.5510204081632653,5.369369992694761
0.5714285714285714,5.769657284321572
0.5918367346938775,5.937735170003999
0.6122448979591836,5.925703931708987
0.6326530612244897,5.695605455860668
0.6530612244897959,5.248556730738091
0.673469387755102,4.583837184678446
0.6938775510204082,3.849616245304821
0.7142857142857142,3.1603799384716798
0.7346938775510203,2.3467951945045566
0.7551020408163265,1.7851349788006972
0.7755102040816326,1.3159659619188087
0.7959183673469387,0.8246984916115214
0.8163265306122448,0.6044587846159755
0.836734693877551,0.22587783386133614
0.8571428571428571,0.15114881371529548
0.8775510204081632,0.1407009016301776
0.8979591836734693,0.11410314817437248
0.9183673469387754,0.1003397616051747
0.9387755102040816,-0.05063469508989439
0.9591836734693877,0.12336557809154416
0.9795918367346939,0.001321566968441679
1.0,0.026112721282820685
1.0,0.03032989388136859
0.9795918367346939,0.008609828325223851
0.9591836734693877,0.04639872208879584
0.9387755102040817,-0.13262987602989143
0.9183673469387755,0.05065750481382793
0.8979591836734694,-0.05261173568374026
0.8775510204081632,0.10788965164490703
0.8571428571428572,-0.044949818458422365
0.8367346938775511,0.03645464249877992
0.8163265306122449,0.06274228729778912
0.7959183673469388,0.048190457828211485
0.7755102040816326,0.01715120319225382
0.7551020408163265,0.019639566705567605
0.7346938775510204,-0.050530917996881364
0.7142857142857143,-0.037889710569675564
0.6938775510204083,-0.14584693475720042
0.6734693877551021,-0.10128147168393065
0.653061224489796,-0.24886260604112218
0.6326530612244898,-0.3895041480421023
0.6122448979591837,-0.54789334698478
0.5918367346938775,-0.7841634632560744
0.5714285714285714,-1.1107785208640564
0.5510204081632654,-1.579745117715424
0.5306122448979592,-2.12408269763011
0.5102040816326531,-2.776427579055903
0.4897959183673469,-3.349080546668585
0.4693877551020409,-3.9071760017306407
0.44897959183673475,-4.4768733804897405
0.4285714285714286,-4.776243673003493
0.40816326530612246,-5.039474727756732
0.3877551020408164,-4.946680998330249
0.3673469387755103,-4.722792762891342
0.34693877551020413,-4.291263365566028
0.326530612244898,-3.856400715087206
0.30612244897959184,-3.115584324206732
0.2857142857142858,-2.6488478557044983
0.26530612244897966,-1.9987399696309736
0.24489795918367352,-1.5565333243178308
0.22448979591836737,-1.015059757837414
0.20408163265306134,-0.6829229691144841
0.1836734693877552,-0.494150128369332
0.16326530612244905,-0.3525650590350383
0.1428571428571429,-0.1276689733441425
0.12244897959183676,-0.11671413687031756
0.10204081632653073,-0.13700604503487812
0.08163265306122458,-0.035684705570199926
0.061224489795918435,-0.02991393585783276
0.04081632653061229,-0.06662194691600459
0.020408163265306145,-0.022343699634763417
0.0,0.06664496381985015
